@relation obj6-train

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute clase {false,true}

@data
0.002998,0.011305,0.008421,0.007451,0.005758,0.002513,0.002533,0.002767,0.002965,0.00305,0.00335,0.003932,0.004049,0.002337,0.002103,0.001569,0.001803,0.00221,0.002005,0.002738,0.002653,0,0.004622,0.004821,0.005306,0.005205,0.005749,0.005736,0.001784,0.002197,0.002741,0.003988,0.004115,0,0.005101,0.004736,0.00375,0.003789,0.003151,0.003818,0.005319,0.002952,0.002676,0.003206,0,0.57532,0.34241,0.065043,0,0,0.015995,0.001231,false
0.002308,0.001771,0.000697,0.00068,0.000771,0.000654,0.000876,0.001133,0.001497,0.004147,0.00696,0.009811,0.008132,0.005986,0.004111,0.00373,0.005381,0.014355,0.014863,0.024915,0.017845,0,0.023835,0.007995,0.007826,0.0029,0.001081,0.000238,0.000234,0.000225,0.000342,0.001432,0.003923,0,0.004635,0.005381,0.004831,0.002686,0.001208,0.001224,0.00099,0.001943,0.001152,0.001442,0.157269,0.531492,0.033391,0.250197,0.027651,0,0,0,false
0.000107,0.00084,0.00291,0.006406,0.012015,0.016136,0.018643,0.023581,0.019707,0.012848,0.011068,0.00625,0.004652,0.002008,0.002054,0.001937,0.001787,0.00056,0.000641,0.000928,0.001162,0,0.001247,0.001185,0.001208,0.001146,0.001292,0.001152,0.001748,0.00167,0.002285,0.006455,0.005638,0,0.002197,0.002503,0.002344,0.002148,0.002637,0.002308,0.001937,0.002715,0.004733,0.007952,0.142333,0.370246,0.105949,0.085956,0.114737,0.180778,0,0,false
0.001042,0.002503,0.003258,0.005479,0.009284,0.005843,0.006826,0.006969,0.00721,0.007715,0.007637,0.007926,0.006803,0.013083,0.013822,0.012204,0.009128,0.007145,0.009479,0.010947,0.011357,0,0.009134,0.007559,0.006833,0.006312,0.005882,0.006419,0.001787,0.001833,0.001745,0.002116,0.000212,0,0.000182,0.000143,0.000094,0.000094,0.000016,0.000013,0.000036,0.00001,0.000023,0.00002,0.233414,0.326334,0.050306,0.101803,0.054164,0.112457,0.121514,0.000009,true
0.000863,0.000426,0,0.000225,0.000257,0,0.000716,0.000837,0,0.002712,0.003262,0.002669,0.003353,0,0.001084,0,0.001243,0.001976,0.003148,0.004541,0.007031,0.013737,0.014167,0.016068,0.017585,0.018333,0.020199,0.019798,0.002741,0.002754,0.002441,0.00375,0,0.005049,0.00665,0.000592,0.00002,0.000013,0.000013,0.000007,0,0.000007,0,0.000003,0,1,0,0,0,0,0,0,false
0.00002,0.000062,0.000124,0.000186,0.000391,0.000654,0.000739,0.000557,0.000749,0.001042,0.00109,0.001481,0.001488,0.004954,0.005583,0.00516,0.006169,0.009147,0.010882,0.010924,0.010492,0,0.012406,0.012946,0.012679,0.013499,0.013467,0.012799,0.006165,0.006198,0.00346,0.000368,0.00001,0,0.000003,0.000003,0,0.000003,0.000013,0.000003,0.000007,0.000016,0.000007,0.000013,0,0.263906,0.041752,0.1204,0.509037,0.006784,0.058049,0.000072,false
0.000003,0.000023,0.000016,0.00001,0.000039,0.000026,0.000088,0.000062,0.000098,0.000137,0.000117,0.000114,0.00012,0.000085,0.000111,0.000114,0.000075,0.000843,0.002288,0.003685,0.004023,0,0.003092,0.002783,0.002786,0.00279,0.002773,0.00804,0.001097,0.001029,0.001152,0.009808,0.007295,0,0.007275,0.007054,0.005977,0.004798,0.000785,0.00221,0.003877,0.005107,0.004095,0.004645,0.242805,0,0.7346,0.017432,0.005163,0,0,0,false
0.000264,0.000544,0.00042,0.000508,0.000732,0.000788,0.001022,0.001156,0.0014,0.001569,0.001862,0.001761,0.001654,0.002891,0.00279,0.002204,0.001914,0.001963,0.002441,0.00168,0.001387,0,0.001328,0.001654,0.001478,0.001523,0.001829,0.005837,0.003053,0.002995,0.003105,0.006758,0.004854,0,0.006937,0.005479,0.004281,0.003499,0.002275,0.002591,0.002734,0.004355,0.00987,0.013343,0,0.583859,0.416141,0,0,0,0,0,false
0.000078,0.000234,0.00041,0.000645,0.001022,0.001693,0.002204,0.00234,0.0032,0.004219,0.005596,0.006396,0.005911,0.004883,0.004889,0.006322,0.007933,0.00569,0.009095,0.018997,0.01443,0,0.010863,0.010055,0.011468,0.010817,0.01069,0.014909,0.001152,0.001172,0.000957,0.000254,0.000293,0,0.000179,0.000189,0.000166,0.000127,0.000173,0.000215,0.000361,0.000596,0.000736,0.001715,0.017443,0.295578,0.222415,0.197466,0.178889,0.046107,0.017118,0.024983,false
0.000007,0.000033,0.000026,0.000059,0.00016,0.000436,0.000677,0.001097,0.001696,0.002158,0.00266,0.00376,0.00373,0.018005,0.016188,0.011787,0.0111,0.003763,0.002979,0.002314,0.00238,0,0.002796,0.003135,0.003467,0.003737,0.004329,0.00736,0.003369,0.003167,0.002454,0.001862,0.001504,0,0.001416,0.001221,0.001045,0.001032,0.001237,0.001152,0.00123,0.001458,0.002139,0.003883,0,0,0.693918,0.203872,0.082075,0.019855,0.000281,0,false
0.000234,0.001361,0.000911,0.009092,0.016751,0.007835,0.010814,0.015169,0.019235,0.018402,0.019248,0.012562,0.00973,0.003219,0.002819,0.002523,0.003451,0.010267,0.016312,0.016696,0.010111,0,0.007155,0.006077,0.006432,0.006771,0.006764,0.006849,0.005391,0.005049,0.005225,0.000072,0.000065,0,0.000046,0.000042,0.000055,0.000033,0.000033,0.000036,0.000052,0.000166,0.000251,0.000296,0.110905,0.014738,0.154208,0.720149,0,0,0,0,false
0.00001,0.000016,0.000026,0.000033,0.000039,0.000075,0.000033,0.000052,0.000049,0.000033,0.000039,0.000046,0.000039,0.000179,0,0.000163,0.000176,0.001117,0.002201,0.004176,0.007699,0.008187,0.008509,0.010374,0.011143,0.011367,0.016969,0.005225,0.004834,0.005313,0.009388,0,0.002848,0.002497,0.002181,0.000283,0.000739,0.002415,0.00373,0.003099,0.003122,0.011374,0.008018,0.005931,0.416519,0.305887,0.277594,0,0,0,0,0,false
0.000007,0.000068,0.000127,0.000365,0.000394,0.000426,0.000492,0.000514,0.001553,0.007907,0.006908,0.004333,0.004378,0.008877,0.012848,0.013929,0.016618,0.007148,0.007751,0.01166,0.009974,0,0.021019,0.029053,0.041357,0.035433,0.023913,0.000498,0.000264,0.000303,0.000339,0.000182,0.000589,0,0.00096,0.000778,0.000303,0.000322,0.000374,0.000332,0.00026,0.000798,0.002708,0.004115,0,0.559139,0.403159,0.025745,0.011957,0,0,0,false
0.000003,0.000003,0,0,0,0,0,0,0,0,0.000003,0,0,0,0.000003,0,0.000007,0.000033,0.000075,0,0.000706,0.000986,0.0011,0.001156,0.001491,0.001797,0.002018,0.003379,0.002868,0.002939,0.00252,0.0021,0.015316,0.011452,0.026426,0.007799,0.000234,0.00029,0.000169,0.000091,0.000101,0.000479,0.001302,0.001781,0.610126,0.207935,0.08501,0.096929,0,0,0,0,false
0.000052,0.000534,0.001169,0.001481,0.002614,0.001963,0.002178,0.002305,0.002002,0.002773,0.003747,0.005293,0.004961,0.002965,0.002601,0.002012,0.002064,0.002624,0.002363,0.002415,0.002949,0,0.00416,0.004196,0.00373,0.003538,0.004076,0.008271,0.005736,0.005908,0.006452,0.004202,0.002207,0,0.002917,0.0043,0.000876,0.000498,0.0004,0.000518,0.000488,0.000599,0.00069,0.001247,0.020828,0.12796,0.15581,0.532643,0.156685,0.000356,0.005083,0.000634,false
0.000742,0.005794,0.010146,0.014023,0.023441,0.023154,0.026569,0.025335,0.019046,0.014961,0.012454,0.011563,0.009017,0.005029,0.005303,0.005052,0.005462,0.005368,0.00571,0.005687,0.005286,0,0.005645,0.006956,0.007464,0.008333,0.010166,0.007979,0.003978,0.003919,0.003291,0.000482,0.001081,0,0.001136,0.00098,0.000296,0.000094,0.000036,0.000013,0.000098,0.000072,0.000049,0.000072,0,0.012547,0.160139,0.234646,0.141747,0.145772,0.236707,0.068442,false
0.030801,0.026117,0.008232,0.004958,0.004811,0.004235,0.005934,0.007327,0.010146,0.009919,0.009665,0.009886,0.008063,0.004271,0.004479,0.004707,0.005596,0.002516,0.002344,0.001813,0.001712,0,0.001888,0.00195,0.002038,0.002354,0.002402,0.003493,0.010199,0.010322,0.007546,0.002917,0.002243,0,0.001742,0.001917,0.001689,0.001406,0.001491,0.001309,0.001165,0.001761,0.002148,0.002676,0,0.977358,0.002605,0,0.012265,0.004103,0.000008,0.00366,false
0.000951,0.005641,0.007028,0.007321,0.009818,0.002744,0,0.001904,0.001663,0.000527,0.000303,0.000215,0.000137,0.000244,0.000264,0.000352,0.000342,0.000238,0.000176,0.000244,0.00026,0.000322,0.000397,0.000449,0.000492,0.000557,0.000596,0.000986,0.0111,0.011859,0.012298,0.019805,0.000179,0.000218,0.000169,0.00015,0.000498,0.000488,0,0.005182,0.007253,0.000251,0.000029,0.00001,0.320569,0.199813,0.479618,0,0,0,0,0,false
0.000173,0.000654,0.000794,0.000889,0.001143,0.001354,0.001507,0.001449,0.001579,0.001634,0.001771,0.001654,0.001709,0.002497,0.002497,0.002767,0.003245,0.003223,0.003037,0.002744,0.002656,0,0.002458,0.00263,0.002581,0.002708,0.002803,0.006852,0.002952,0.003066,0.004046,0.006781,0.006051,0,0.002161,0.001507,0.00123,0.001051,0.000853,0.000934,0.001162,0.00195,0.002275,0.00362,0.140118,0.032509,0.07841,0.162591,0.167438,0.285425,0.133456,0.000054,false
0.000104,0.001006,0.002972,0.002884,0.002083,0.000622,0.000609,0.000316,0.00027,0.000166,0.000114,0.000283,0.001237,0.002155,0.001439,0.001107,0.000898,0.000898,0.00112,0.001126,0.001204,0,0.001211,0.001341,0.001787,0.003063,0.00487,0.012663,0.007044,0.008057,0.007757,0.004857,0.000645,0,0.000609,0.000537,0.000462,0.000417,0.000771,0.000518,0.000661,0.004984,0.003525,0.004277,0.119168,0.266754,0.257496,0.118164,0.092131,0.145915,0.000371,0,true
0.143174,0.133018,0.090397,0.080719,0.092975,0.045407,0.037923,0.031774,0.02153,0.014831,0.014027,0.010762,0.008529,0.002692,0.002282,0.001917,0.001689,0.000664,0.000553,0.000303,0.000241,0,0.000228,0.000199,0.000221,0.000166,0.000173,0.000182,0.000143,0.000179,0.000228,0.000059,0.000036,0,0.00002,0.000026,0.000016,0.000059,0.000042,0.000068,0.000182,0.000433,0.000651,0.001497,0.116033,0.556808,0.32716,0,0,0,0,0,false
0.000055,0.000225,0.000228,0.00026,0.000225,0.000182,0.000186,0.000238,0.00028,0.000335,0.000264,0.000306,0.000355,0.000625,0.0007,0.00069,0.001188,0.004176,0.004678,0.00542,0.005726,0,0.004264,0.003288,0.003063,0.002972,0.002148,0.001914,0.00724,0.006862,0.006087,0.018298,0.001676,0,0.000775,0.000804,0.000394,0.000065,0.000036,0.000036,0.000081,0.000075,0.000075,0.000075,0,0.247806,0.481366,0.121687,0.034917,0.02665,0.028188,0.059386,false
0.003968,0.004492,0.003158,0.00167,0.001592,0.001126,0.001234,0.001602,0.001839,0.00263,0.003001,0.003005,0.002529,0.001592,0.001966,0.001829,0.002178,0.003066,0.004189,0.005348,0.004261,0,0.002458,0.001989,0.002064,0.002113,0.00207,0.002103,0.002533,0.002301,0.003542,0.004059,0.003311,0,0.005016,0.006237,0.009902,0.012116,0.005723,0.002161,0.001823,0.000771,0.001019,0.001432,0,0.999984,0.000016,0,0,0,0,0,false
0.005143,0.007148,0.002819,0.003327,0.0061,0.004147,0.004564,0.004489,0.003617,0.003613,0.004027,0.004697,0.004023,0.008532,0.008584,0.00766,0.009017,0.010524,0.009346,0.013594,0.013177,0,0.012259,0.012318,0.01207,0.012471,0.011963,0.007731,0.002516,0.002633,0.002272,0.00083,0.001367,0,0.000609,0.000599,0.000615,0.000358,0.00042,0.000544,0.000498,0.001237,0.001191,0.001976,0,0.19193,0.1905,0.230495,0.137709,0.073092,0.135235,0.041039,true
0.000003,0.000016,0.000072,0.000146,0.000824,0.003034,0.006579,0.008184,0.003288,0.003333,0.004368,0.005501,0.004095,0.009505,0.013024,0.012184,0.011576,0.001188,0.001283,0.001813,0.00263,0,0.004316,0.005208,0.005671,0.005068,0.006162,0.010824,0.003584,0.003669,0.004333,0.001439,0.000755,0,0.000573,0.000583,0.000697,0.000452,0.000586,0.000645,0.000677,0.010732,0.005143,0.006403,0,0.072168,0.587193,0.100385,0.186208,0.053598,0.000449,0,false
0.000059,0.001045,0.001416,0.003291,0.005693,0.008138,0.010846,0.01181,0.011318,0.010485,0.009928,0.008936,0.007204,0.010195,0.010387,0.006644,0.00528,0.007184,0.006497,0.005846,0.005918,0,0.005547,0.005394,0.00611,0.005368,0.005231,0.007448,0.003382,0.003405,0.002949,0.001497,0.001104,0,0.001579,0.001536,0.001064,0.001133,0.00099,0.000931,0.001087,0.002334,0.003665,0.005638,0,0,0,0.458115,0.494288,0.04715,0.000447,0,true
0.000283,0.00012,0.000101,0.000114,0.00026,0.000573,0.000824,0.00097,0.001393,0.002331,0.003298,0.005716,0.006257,0.005739,0.004772,0.003271,0.003346,0.004212,0.004154,0.006357,0.007158,0,0.012155,0.013708,0.016517,0.01541,0.012969,0.013011,0.001618,0.001436,0.001416,0.000872,0.000804,0,0.000755,0.000592,0.000472,0.000264,0.000179,0.000225,0.000173,0.003535,0.003955,0.004443,0,0.254716,0.285762,0.330399,0.069272,0.026997,0.009927,0.022926,false
0.000003,0.000013,0.00002,0.000023,0.000023,0.000078,0.000117,0.000176,0.000231,0.000342,0.000534,0.000785,0.001139,0.001598,0,0.001494,0.001673,0.002894,0.004655,0.005638,0.005342,0.005355,0.005492,0.005742,0.005983,0.006191,0.006452,0.008636,0.012074,0.011839,0.010316,0,0.001709,0.0025,0.002702,0.003695,0.000768,0.000456,0.000046,0.000033,0.000029,0.000026,0.000026,0.000049,0,0.25876,0.64162,0.09962,0,0,0,0,false
0.000039,0.000078,0.000361,0.003997,0.008932,0.009521,0.013372,0.018545,0.01626,0.011621,0.01237,0.011989,0.008402,0.0029,0.003477,0.003464,0.004417,0.008034,0.007201,0.008467,0.006387,0,0.00875,0.009229,0.010091,0.013343,0.015166,0.01166,0.001299,0.001315,0.001755,0.000954,0.000622,0,0.000599,0.00085,0.000537,0.000449,0.000449,0.000573,0.000534,0.010671,0.007513,0.006676,0,0.227553,0.486508,0.12923,0.061669,0.030646,0.025824,0.03857,false
0.000107,0.000215,0.00029,0.001068,0.001494,0.001637,0.001859,0.001943,0.003226,0.005882,0.007214,0.006094,0.005534,0.003249,0.003633,0.004525,0.007363,0.029417,0.02668,0.015547,0.010384,0,0.007139,0.005231,0.005127,0.004941,0.00443,0.004531,0.001992,0.001878,0.001146,0.000475,0.00042,0,0.000439,0.000303,0.000413,0.000452,0.000413,0.000452,0.000671,0.002865,0.003281,0.004564,0.15596,0.10064,0.108182,0.075789,0.068006,0.4888,0.002623,0,false
0.000124,0.000345,0.000273,0.000299,0.000404,0.000811,0.00097,0.00084,0.000986,0.000996,0.00127,0.00152,0.001315,0.006533,0.010443,0.01196,0.018291,0.022842,0.017383,0.009645,0.007826,0,0.008034,0.008926,0.009902,0.00943,0.008086,0.00877,0.005033,0.005306,0.003431,0.000921,0.000492,0,0.000228,0.000221,0.000218,0.000293,0.000296,0.000182,0.000156,0.000124,0.00014,0.000319,0,0.193656,0.438028,0.187964,0.098388,0.039126,0.013204,0.029634,false
0.000062,0.000329,0.000745,0.001025,0.000866,0.000798,0.001214,0.001393,0.001234,0.00138,0.001556,0.001706,0.00168,0.01402,0.014375,0.01237,0.017975,0.013994,0.00957,0.007197,0.00554,0.008486,0.011585,0.012012,0.010218,0.007051,0.008844,0.004085,0.001156,0.001204,0.000843,0.000514,0.000426,0.000355,0.000365,0.000319,0.000257,0.000254,0.000329,0.000352,0.000492,0.003337,0.002809,0.00318,0.130299,0.868298,0,0,0,0,0.000332,0.001071,false
0.000068,0.00028,0.00042,0.000557,0.001029,0.000674,0.000505,0.000459,0.000365,0.0004,0.000563,0.000713,0.000801,0.003213,0.00335,0.003451,0.003805,0.005215,0.004587,0.003079,0.002682,0,0.001768,0.001663,0.001582,0.001702,0.00166,0.002236,0.011042,0.012067,0.010973,0.00984,0.001123,0,0.000527,0.000365,0.000381,0.000417,0.000352,0.000309,0.000387,0.000293,0.00041,0.000687,0,0.245776,0.294313,0.289039,0.085674,0.023502,0.019364,0.042333,false
0.000098,0.000358,0.000843,0.000928,0.000869,0.000788,0.00083,0.000876,0.001081,0.001045,0.001087,0.0011,0.000895,0.00543,0.005674,0.005924,0.007256,0.009421,0.011742,0.007663,0.005576,0,0.004508,0.003942,0.003887,0.004027,0.003701,0.003913,0.003584,0.003499,0.002513,0.002998,0.001595,0,0.001979,0.002256,0.003564,0.006126,0.006387,0.008193,0.007985,0.005176,0.001234,0.001139,0,0.362599,0.555312,0.082089,0,0,0,0,false
0.024564,0.037686,0.017396,0.012399,0.01151,0.007884,0.008125,0.008242,0.007738,0.007354,0.006722,0.0061,0.00571,0.0029,0.002816,0.00265,0.002884,0.006999,0.007858,0.008239,0.006266,0,0.004932,0.005228,0.005225,0.005322,0.005163,0.008301,0.003343,0.003516,0.004085,0.00347,0.001836,0,0.001169,0.001328,0.001611,0.001012,0.001071,0.000866,0.000811,0.001455,0.001882,0.002161,0.002079,0.21138,0.786541,0,0,0,0,0,false
0.00001,0.00015,0.000166,0.000202,0.000169,0.00015,0.00016,0.000156,0.000169,0.00014,0.000146,0.000212,0.00028,0.000605,0.000713,0.001195,0.001839,0.001299,0.005319,0.008177,0.007409,0.010247,0.009691,0.009684,0.00849,0.009603,0.010524,0.019704,0.00193,0.001631,0.00097,0.001986,0.002839,0.00376,0.00373,0.004535,0.004805,0.006868,0.006563,0.000443,0.000251,0.000176,0.000238,0.000355,0.282305,0.187614,0.530081,0,0,0,0,0,false
0.000723,0.003883,0.005658,0.006201,0,0.002184,0.001393,0.001247,0.000824,0.00054,0.000534,0.000521,0.000485,0.000605,0.000618,0,0.000723,0.000866,0.000876,0,0.001709,0,0.001299,0.001367,0.001527,0,0.001657,0.004912,0,0.023688,0,0.005768,0.000485,0,0.000749,0.001123,0.001592,0.002988,0.006364,0.006758,0.003848,0,0,0,0.004799,0.229877,0.057322,0.644609,0.063392,0,0,0,false
0.000361,0.001621,0.001956,0.003184,0.006833,0.003841,0.004717,0.004375,0.004531,0.004489,0.004684,0.00488,0.003965,0.004873,0.004873,0.004801,0.00585,0.007907,0.006816,0.005804,0.005872,0,0.005264,0.005212,0.005742,0.005286,0.005221,0.009359,0.003936,0.004089,0.005824,0.003848,0.00124,0,0.000482,0.000407,0.000811,0.000843,0.00096,0.000921,0.000732,0.000742,0.001035,0.001956,0,0.036342,0.289121,0.182446,0.339192,0.075875,0.046407,0.030617,false
0.000215,0.000579,0.000547,0.000439,0.001598,0.001536,0.000752,0.000732,0.00098,0.001172,0.001139,0.001159,0.000964,0.001419,0.001566,0.001781,0.002126,0.002865,0.002894,0.002806,0.002712,0,0.002474,0.002148,0.002109,0.002227,0.00223,0.006712,0.007702,0.008073,0.009818,0.003678,0.004281,0,0.004163,0.002809,0.001442,0.001139,0.000911,0.00069,0.000755,0.001868,0.002428,0.003685,0.084086,0.000075,0.137928,0.055639,0.023161,0.624292,0.073794,0.001025,false
0.000075,0.00041,0.000537,0.000785,0.000921,0.000775,0.000846,0.000915,0.000931,0.001211,0.001351,0.001794,0.001868,0.004098,0.004196,0.004183,0.004645,0.004268,0.003854,0.004183,0.00401,0,0.003867,0.003294,0.003434,0.003522,0.003844,0.003408,0.00874,0.009284,0.009749,0.005273,0.001484,0,0.001689,0.001159,0.001022,0.000938,0.001035,0.001016,0.001035,0.001276,0.001312,0.002627,0,0.087711,0.220568,0.691721,0,0,0,0,false
0.000234,0.001826,0.002044,0.00196,0.003047,0.002656,0.002747,0.002721,0.003092,0.002682,0.002549,0.003294,0.002741,0.002454,0.001908,0.001719,0.00193,0.002819,0.003457,0.003773,0.006901,0,0.008053,0.005231,0.00485,0.003548,0.003079,0.005081,0.004997,0.004932,0.00375,0.003389,0.005247,0,0.005557,0.005889,0.005993,0.009779,0.005391,0.000101,0.000029,0.000007,0.000003,0.000036,0.018426,0.719426,0,0.038308,0.067409,0.095725,0.044062,0.016645,true
0.059089,0.056029,0.03012,0.021764,0.023379,0.016494,0.015931,0.015036,0.01387,0.012454,0.012129,0.011488,0.010221,0.005811,0.005905,0.005094,0.005941,0.014196,0.015374,0.015303,0.012715,0,0.007015,0.004066,0.004225,0.00471,0.004525,0.001738,0.000713,0.000859,0.000768,0.000596,0.000313,0,0.000286,0.000277,0.000156,0.000124,0.000052,0.000065,0.000085,0.000091,0.000101,0.000163,0.00118,0.198788,0.800027,0.000004,0,0,0,0,false
0.446058,0.197503,0.083825,0.044958,0.035791,0.015365,0.011009,0.008721,0.00583,0.004346,0.004157,0.002754,0.002354,0.000801,0.000941,0.00083,0.000882,0.000586,0.000521,0.0007,0.000609,0,0.00055,0.000566,0.000557,0.000495,0.000521,0.000342,0.000176,0.000182,0.000251,0.000179,0.000068,0,0.000101,0.000068,0.00014,0.000166,0.000117,0.000137,0.000156,0.000218,0.000456,0.001006,0,0.25109,0.344525,0.243474,0.073773,0.02931,0.019942,0.037886,false
0.017422,0,0,0,0.099242,0,0,0.102852,0,0.096758,0,0.10639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020736,0,0.00388,0,0.002881,0,0.000218,0,0,0,0,0,0,0,0,0,0,0,0,0.002631,0.997369,0,0,0,0,0,false
0.778128,0.119111,0.02002,0.007861,0.005062,0.002855,0.002715,0.002614,0.002061,0.001761,0.001676,0.001227,0.001009,0.000443,0.0004,0.000355,0.000313,0.000195,0.000234,0.000221,0.000205,0,0.000228,0.000199,0.000199,0.000215,0.000189,0.000182,0.000068,0.000088,0.000052,0.000081,0.000042,0,0.000055,0.000033,0.000062,0.000059,0.000052,0.000078,0.000059,0.000117,0.000322,0.000469,0,0.282577,0.282321,0.277741,0.063627,0.027713,0.02415,0.041872,false
0.000033,0.000713,0.001312,0.002588,0.005117,0.005791,0.008102,0.008431,0.010212,0.01001,0.00945,0.008398,0.006966,0.011058,0.010658,0.005889,0.005592,0.008258,0.006947,0.006465,0.005479,0,0.004801,0.004414,0.004971,0.005033,0.00499,0.006445,0.003965,0.003623,0.003011,0.001429,0.001396,0,0.001611,0.001556,0.001133,0.001162,0.000908,0.001003,0.001169,0.002669,0.003779,0.005166,0,0,0,0.566868,0.364643,0.068164,0.000324,0,true
0.001152,0.008193,0.006702,0.005202,0.005599,0.002894,0.002826,0.002204,0.001777,0.00208,0.002243,0.002633,0.002012,0.001715,0.002188,0.002783,0.003978,0.011465,0.012868,0.009557,0.008122,0,0.006589,0.005163,0.005348,0.00571,0.006452,0.008187,0.005042,0.00473,0.004857,0.002835,0.002018,0,0.001257,0.000605,0.00042,0.000335,0.000205,0.000264,0.000189,0.000348,0.000426,0.000625,0,0,0.023027,0.350049,0.322713,0.201596,0.04314,0.059475,true
0.000003,0.00002,0,0.00002,0.000029,0,0.000169,0.000273,0,0.000534,0,0.000628,0.000654,0.000706,0,0.000749,0,0.004069,0,0.016152,0,0.003981,0.002393,0.0007,0.000527,0.000482,0.000446,0.000638,0,0.004587,0,0.015739,0,0.010817,0.010498,0.007077,0.002409,0.000335,0.000153,0,0.000114,0.000332,0,0.000498,0,1,0,0,0,0,0,0,false
0.000238,0.001045,0.00249,0.002712,0.00249,0.001201,0.001266,0.001527,0.004219,0.007637,0,0.009313,0.011283,0.001393,0.001455,0.001406,0.001198,0.00166,0.002067,0.002946,0.002887,0,0.003239,0.002988,0.003239,0.003594,0.004046,0.007106,0.000827,0.000827,0.000615,0.002738,0.031325,0,0.001738,0.000941,0.000228,0.000007,0,0,0,0,0,0,0.329018,0.422571,0.17979,0.062266,0.004385,0.001969,0,0,false
0.000609,0.004372,0.005729,0.006719,0.00627,0.003913,0.004147,0.004661,0.004596,0.004714,0.004492,0.003685,0.003311,0.002754,0.002809,0.002764,0.002926,0.004603,0.004365,0.004098,0.003105,0,0.003506,0.003467,0.003753,0.003828,0.004102,0.010573,0.011471,0.008913,0.00252,0.000218,0.000036,0,0.000026,0.00002,0.000016,0.000042,0.000023,0.000029,0.000091,0.000143,0.000127,0.000303,0.039302,0.960661,0.000038,0,0,0,0,0,false
0.029368,0.035231,0.026813,0.022777,0.02248,0.016751,0.016413,0.017773,0.019108,0.01641,0.015186,0.013727,0.012018,0.006579,0.006846,0.007096,0.007529,0.011257,0.013171,0.012253,0.010684,0,0.010016,0.007865,0.007367,0.006702,0.005931,0.001019,0.000671,0.000674,0.000612,0.000482,0.000254,0,0.000202,0.000218,0.000264,0.000251,0.000166,0.000218,0.00027,0.000605,0.00083,0.001566,0,0.110433,0.062814,0.395461,0.32524,0.106053,0,0,false
0.046504,0.046172,0.027129,0.022816,0.028802,0.022438,0.022533,0.022275,0.020277,0.017025,0.015951,0.01443,0,0.00651,0.007122,0.007122,0.007819,0.012542,0.012253,0.01152,0.011029,0.010905,0.010449,0.00915,0.007171,0.005459,0.003802,0.001833,0.0004,0.000397,0.000417,0.000286,0.000215,0.000153,0.000117,0.000124,0.000072,0.000042,0.000013,0.000007,0.000016,0.000016,0,0.00001,0.001873,0.187359,0.351123,0.459645,0,0,0,0,false
0.250771,0,0.202813,0,0.054023,0,0.032266,0,0,0,0.033535,0,0.036302,0,0.005898,0.006074,0.005537,0.007122,0,0.008398,0.006911,0,0.003802,0.002598,0,0,0,0.000661,0,0.000277,0.000218,0,0.000055,0,0.000036,0.000075,0.000016,0,0,0,0,0,0,0,0.199806,0.521375,0.278818,0,0,0,0,0,false
0.000016,0.000003,0.000003,0.00001,0.00001,0.000007,0.000016,0.00002,0.000013,0.000029,0.000052,0.000091,0.000156,0.000872,0,0.000882,0.000957,0.003896,0.005026,0.004215,0.008268,0.005163,0.003753,0.001995,0.001803,0.001787,0.001816,0.004642,0.006816,0.004821,0.007031,0,0.001195,0.001335,0.000869,0.001227,0.001618,0.000397,0.000065,0.00002,0.000033,0.000055,0.000127,0.00027,0.157502,0.842498,0,0,0,0,0,0,false
0.000029,0.001396,0.003262,0.004105,0.003239,0.001016,0.000879,0.000973,0.001188,0.001331,0.001663,0.001452,0.001549,0.001286,0.001208,0.000739,0.000811,0.001074,0.001227,0.001715,0.001465,0,0.001829,0.00248,0.003245,0.003568,0.003024,0.003662,0.004906,0.005413,0.010719,0.008389,0.005078,0,0.004049,0.003659,0.003512,0.003197,0.001292,0.000837,0.000859,0.000983,0.000892,0.001514,0,0.155229,0.576169,0.201025,0.059287,0.000082,0.000016,0.008193,false
