@relation 'obj1-train-weka.filters.unsupervised.attribute.Remove-V-R1-5,8-9,11,13,16-19,21-22,25-28,31-34,36,39-40,42,45,47-48,51-52,55,59-64,66-67,69-70,72,79-82,85,87-88,93,97,100-101,103-104,107,130,147,152-153,158,163,173,186-187,192,198,204-206,215,220,224,229,234,237,239,245,250,252,256-258,261-265'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a11 numeric
@attribute a13 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a36 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a42 numeric
@attribute a45 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a55 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a72 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a85 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a93 numeric
@attribute a97 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a107 numeric
@attribute a130 numeric
@attribute a147 numeric
@attribute a152 numeric
@attribute a153 numeric
@attribute a158 numeric
@attribute a163 numeric
@attribute a173 numeric
@attribute a186 numeric
@attribute a187 numeric
@attribute a192 numeric
@attribute a198 numeric
@attribute a204 numeric
@attribute a205 numeric
@attribute a206 numeric
@attribute a215 numeric
@attribute a220 numeric
@attribute a224 numeric
@attribute a229 numeric
@attribute a234 numeric
@attribute a237 numeric
@attribute a239 numeric
@attribute a245 numeric
@attribute a250 numeric
@attribute a252 numeric
@attribute a256 numeric
@attribute a257 numeric
@attribute a258 numeric
@attribute a261 numeric
@attribute a262 numeric
@attribute a263 numeric
@attribute a264 numeric
@attribute clase {false,true}

@data
0.000101,0.000693,0.001647,0.001973,0.002513,0.003936,0.002816,0.001051,0,0.001025,0.000951,0.000706,0.000612,0.000648,0.000596,0.001491,0.002194,0.002441,0.002891,0.002279,0.002435,0.001963,0.001761,0,0.00236,0.002614,0.002601,0.002139,0.00153,0.001553,0.001208,0.001325,0.001211,0,0.002552,0.004076,0.004736,0.003691,0.003411,0.002402,0.002227,0.002126,0.002194,0.002249,0.00401,0.004727,0.005973,0,0.006787,0.009053,0.01127,0.014189,0.004613,0.006576,0.005078,0.001455,0.001074,0.001006,0.002773,0.007507,0,0.016016,0.013783,0.012487,0.009453,0.004362,0.003874,0.001533,0,0.001117,0.001165,0.001175,0.001364,0.001403,0.00141,0.001781,0.00112,0.000618,0.00043,0.000078,0.000003,0.000003,0.000003,0,0.760026,0,0,0,0,true
0.00001,0.000075,0.000264,0.000472,0.000566,0.001429,0.002061,0.001882,0.001628,0.001676,0.00137,0.00127,0.00141,0.001507,0.00141,0.002021,0.003844,0.004424,0.005189,0.002731,0.003122,0.003434,0.002946,0.001598,0.001491,0.001374,0.00125,0.001273,0.001113,0.000986,0.001214,0.00111,0.001283,0.001676,0.001628,0.001755,0.001885,0.001885,0.001842,0.001882,0.002031,0.001992,0.00223,0.002549,0.003203,0.003001,0.003245,0.003538,0.003896,0.004115,0.004001,0.004059,0.004248,0.004518,0.00417,0.003939,0.003506,0.002826,0.004115,0.010898,0.009391,0.00887,0.009811,0.009775,0.015104,0.005221,0.004961,0,0.000723,0.000632,0.000596,0.000664,0.000319,0.000495,0.000485,0.001436,0.001162,0.000905,0.000664,0.000459,0.000762,0.001058,0.002217,0.08454,0.91546,0,0,0,0,false
0.000212,0.004206,0.003431,0.003174,0.003991,0.006406,0.009056,0.007959,0.008704,0.010407,0.008161,0.007344,0.008783,0.011377,0.010465,0.012689,0.013662,0.0161,0.015518,0.012858,0.011263,0.010758,0.010986,0.015951,0.02043,0.017204,0.015713,0.032806,0.037438,0.034648,0.004535,0.003525,0.00262,0.002852,0.002318,0.001901,0.001774,0.001501,0.001273,0.001533,0.001875,0.000993,0.000824,0.000404,0.000498,0.000635,0.000508,0.000501,0.000566,0.000632,0.00068,0.000771,0.000947,0.000993,0.001185,0.001305,0.00141,0.001621,0.001546,0.000977,0.000723,0.000706,0.000791,0.000758,0.000798,0.0004,0.000394,0,0.000381,0.000433,0.000433,0.0004,0.000446,0.000472,0.000599,0.000485,0.000495,0.000557,0.000475,0.000635,0.000765,0.00112,0.129258,0.092464,0.489063,0,0,0,0,false
0.000498,0.001387,0.001357,0.002015,0.003092,0.003018,0.003109,0.002611,0.002279,0.002174,0.002015,0.002113,0.001891,0.002308,0.002054,0.001986,0.002207,0.002171,0.00222,0.002256,0.002233,0.002441,0.002965,0.002461,0.002839,0.002754,0.002923,0.003223,0.003867,0.003669,0.003402,0.003701,0.003356,0.00305,0.003236,0.003037,0.002998,0.003187,0.003031,0.003063,0.002907,0.003203,0.003255,0.00347,0.003698,0.003669,0.004121,0.004382,0.005456,0.005687,0.005765,0.007773,0.010667,0.012256,0.01263,0.012972,0.012282,0.011543,0.009401,0.00668,0.007155,0.007054,0.006657,0.00541,0.001615,0.000791,0.000811,0,0.000462,0.000319,0.000345,0.000234,0.000322,0.000205,0.000049,0.000029,0.000016,0.000033,0.000016,0.000026,0.00002,0.000013,0.000762,0,0.129462,0.138697,0.059529,0.112958,0.051208,false
0.047591,0.051976,0.014844,0.006833,0.006247,0.005658,0.005592,0.004255,0.002933,0.001543,0.001289,0.001035,0,0.000905,0.000869,0.000824,0.000706,0.000755,0.000924,0,0.000814,0.000905,0.000859,0.000859,0.001061,0.001204,0.001465,0.00165,0.002923,0.003594,0.00625,0.006836,0.006484,0.006035,0.006019,0.006211,0.006846,0.007152,0.007129,0.007201,0.006966,0.006533,0.006149,0.006641,0.005524,0,0.005592,0.005212,0.005104,0.005244,0.005195,0.004339,0.004167,0.003574,0.003704,0.003831,0,0.004059,0.005495,0.008161,0.009958,0,0.009658,0.008307,0.004502,0.003568,0.003766,0.00318,0.002132,0.000267,0.00026,0.000218,0.000332,0.000286,0.000173,0.000059,0.000055,0.000075,0.000065,0.000029,0,0.000003,0.000003,0.622908,0.112469,0,0,0,0,false
0.000023,0.000023,0.000039,0.000078,0.000218,0.000426,0.000479,0.000814,0.003086,0.020199,0.019079,0.023672,0.027546,0.02641,0.01516,0.007412,0.005322,0.004411,0.00431,0.003314,0.003138,0.002887,0.002731,0.002533,0.002721,0.003245,0.004707,0.006608,0.009167,0.010794,0.014261,0.014294,0.014046,0.020426,0.023773,0.03377,0.039792,0.039661,0.034316,0.033538,0.026204,0.016855,0.013551,0.007428,0.003506,0.003496,0.003262,0.002979,0.002308,0.002057,0.001914,0.001992,0.002389,0.002174,0.002096,0.001719,0.001589,0.001383,0.000521,0.000465,0.000283,0.000303,0.000296,0.000374,0.000267,0.000202,0.000225,0.000215,0.000244,0.000111,0.000166,0.000146,0.000127,0.000111,0.000114,0.000179,0.000228,0.000257,0.000199,0.00016,0.000286,0.005557,0.023763,0,0.34781,0.05545,0.054721,0.043262,0.046797,false
0.000322,0.001156,0.001868,0.002542,0.003037,0.003405,0.0039,0.004564,0.004727,0.006924,0.006999,0.006712,0.006966,0.008014,0.008073,0.008291,0.008353,0.008604,0.008105,0.007943,0.007992,0.007467,0.007165,0.005898,0.004782,0.004727,0.004743,0.004395,0.004499,0.004596,0.005638,0.006051,0.005667,0.003929,0.003441,0.003529,0.003327,0.003193,0.003245,0.003389,0.003503,0.003802,0.004391,0.004137,0.003063,0.003115,0.003516,0.003232,0.003473,0.003659,0.003525,0.004128,0.004222,0.004587,0.004759,0.005391,0.00556,0.006354,0.004036,0.004639,0.00388,0.003682,0.003434,0.002731,0.002168,0.002487,0.002523,0,0.002008,0.002067,0.00196,0.001852,0.002074,0.001921,0.001868,0.002077,0.001768,0.001602,0.001393,0.001598,0.001631,0.001764,0.036478,0,0.084411,0.084067,0,0,0,false
0.000846,0.002178,0.001576,0.001777,0.002347,0.001383,0.001266,0.001143,0.001071,0.001875,0.002161,0.002041,0.002158,0.002526,0.003066,0.004473,0.004427,0.004329,0.005,0.006673,0.007077,0.008698,0.007669,0.009365,0.009652,0.009495,0.009808,0.008236,0.007087,0.006888,0.005804,0.006123,0.00485,0.004027,0.00431,0.004128,0.004229,0.004395,0.004443,0.004193,0.004531,0.004102,0.004089,0.004176,0.003822,0.003919,0.004342,0.004567,0.005882,0.00736,0.007718,0.013314,0.01266,0.010189,0.009476,0.008617,0.008281,0.008828,0.016556,0.001699,0.00153,0.001335,0.000843,0.000391,0.000358,0.000107,0.000098,0,0.000072,0.000052,0.000065,0.000062,0.000052,0.000055,0.000052,0.000026,0.000042,0.000042,0.000046,0.000055,0.000072,0.000078,0.001585,0,0.254763,0.053694,0.037948,0.031926,0.062389,false
0.013594,0.023496,0.022373,0.027673,0.025316,0.022435,0.028636,0.026211,0,0.008285,0.004961,0.002975,0.001774,0.001283,0.001084,0.00071,0.000752,0.000758,0.000863,0.000872,0.001064,0.001071,0.000977,0,0.000739,0.00057,0.000498,0.000371,0.000387,0.000436,0.000407,0.000358,0.000413,0,0.000488,0.000423,0.000397,0.000553,0.000482,0.000368,0.000505,0.000755,0.000866,0.002152,0.003128,0.002894,0.003154,0,0.00276,0.003265,0.003239,0.001761,0.001615,0.00154,0.001631,0.0018,0.001683,0.001618,0.003112,0.004896,0,0.004251,0.004144,0.003337,0.003597,0.003789,0.004079,0.003962,0,0.006351,0.006081,0.006237,0.005313,0.004541,0.004349,0.007581,0.007077,0.004788,0.004515,0.001885,0.000199,0.000062,0.000007,0.399415,0.35505,0,0,0,0,false
0.000003,0,0,0.000003,0.000003,0.000003,0,0,0.000003,0,0.000003,0,0,0.000007,0,0.000016,0,0.000026,0.00001,0.000046,0.000026,0.000029,0,0.000055,0.000026,0.00002,0,0,0.000075,0.000068,0.000098,0.00014,0.000212,0.000241,0.00013,0,0.000143,0.000107,0.000133,0.00013,0.000133,0,0.000176,0,0.00026,0,0.000384,0.000524,0.000924,0.001556,0,0.00179,0.001637,0,0.001611,0,0.001432,0,0,0.004333,0.005192,0.006374,0.005788,0.003893,0,0.008841,0.010156,0,0.028509,0,0.032061,0.033773,0,0.022367,0.015794,0.001839,0.000094,0.000065,0,0.000104,0,0.000247,0.001146,0,0.967716,0,0,0,0,false
0.00016,0.001064,0.001318,0.001165,0.001182,0.001572,0.00208,0.002546,0.003001,0.003219,0.002842,0.002484,0.002728,0.002256,0.002158,0.001976,0.002165,0.002581,0.00291,0.004297,0.004515,0.004733,0.004053,0.002949,0.003763,0.004111,0.003965,0.003805,0.003962,0.004063,0.004437,0.004997,0.005182,0.00612,0.006696,0.00707,0.006901,0.00623,0.006247,0.006478,0.006878,0.00736,0.007773,0.007845,0.012012,0.012445,0.013063,0.014144,0.018079,0.015986,0.013971,0.011501,0.005296,0.004235,0.003698,0.002939,0.002536,0.001865,0.002152,0.004063,0.005163,0.004697,0.004007,0.002116,0.001413,0.003317,0.002617,0,0.001976,0.002174,0.002367,0.002581,0.003184,0.003294,0.003073,0.00307,0.002692,0.002448,0.002311,0.00181,0.002842,0.002324,0.000003,0.106051,0.317712,0,0,0,0,false
0.00002,0.000075,0.000117,0.00014,0.000732,0.006865,0.005348,0.003021,0.003594,0.00513,0.003978,0.00404,0.00527,0.00651,0.00556,0.006354,0.00722,0.007399,0.007174,0.008626,0.007728,0.007184,0.00694,0.00681,0.005876,0.003831,0.002601,0.002598,0.00166,0.001738,0.000902,0.000996,0.00109,0.00208,0.002399,0.002816,0.002845,0.0029,0.003083,0.003223,0.003073,0.003896,0.004408,0.004762,0.006725,0.00707,0.007334,0.007923,0.009906,0.010495,0.01083,0.009639,0.008789,0.008288,0.007627,0.006507,0.00597,0.00416,0.003652,0.002113,0.001911,0.00181,0.001624,0.00151,0.001165,0.002835,0.002959,0,0.00682,0.000967,0.001071,0.001077,0.000745,0.000999,0.001097,0.000879,0.000928,0.001022,0.001029,0.001276,0.001683,0.010039,0.059089,0,0.1127,0.128072,0.060752,0.000018,0,false
0.00055,0.003353,0.005306,0.005967,0,0.001289,0.001214,0.001019,0.000752,0.000758,0.000648,0.000648,0,0.000465,0.00043,0.000352,0,0.0004,0.000368,0.000505,0.000514,0,0.0007,0.00069,0.000791,0,0.00071,0.001064,0,0.001107,0.000749,0.000846,0.001146,0.001595,0.001748,0,0.001709,0.001582,0.001478,0.001276,0.001416,0.001445,0.001576,0.001787,0.002816,0.002965,0.003177,0,0.004375,0.005397,0.005612,0.008105,0,0.012246,0.013132,0.016491,0,0.019932,0.001969,0.002985,0.00373,0,0.00334,0.00458,0.00696,0.005205,0.004596,0.00221,0.001051,0.000924,0.001061,0.001175,0.001465,0.002425,0,0.006217,0.005674,0.006878,0.006429,0,0.000068,0,0.000007,0.02818,0.223685,0.122688,0,0,0,false
0.000003,0.000013,0.000049,0.000068,0.000195,0.010329,0.013418,0.017389,0.019115,0.00946,0.004342,0.003363,0.003252,0.003522,0.00349,0.005133,0.006725,0.007643,0.007487,0.013643,0.009544,0.004434,0.003278,0.003044,0.004844,0.004242,0.003867,0.003867,0.004492,0.004297,0.002572,0.002829,0.005133,0.014671,0.016022,0.022633,0.028672,0.038206,0.036761,0.036426,0.039811,0.028477,0.024473,0.024212,0.004681,0.004658,0.005241,0.005186,0.004535,0.004303,0.004303,0.003978,0.002995,0.002269,0.002142,0.001592,0.00168,0.001481,0.000905,0.000677,0.000586,0.000605,0.000521,0.000384,0.000254,0.00028,0.000348,0,0.000228,0.000244,0.000234,0.000215,0.000208,0.000186,0.000218,0.000251,0.000254,0.000212,0.000267,0.000394,0.000303,0.00054,0.038034,0.061612,0.423599,0.056932,0.02405,0.03752,0.012689,true
0.001712,0.009255,0.004645,0.003167,0.002588,0.004674,0.005859,0.002842,0.002113,0.002064,0.001803,0.001621,0.001445,0.001322,0.001185,0.000983,0.00127,0.001292,0.001201,0.001325,0.001318,0.0014,0.001374,0.001211,0.001533,0.001504,0.001823,0.001689,0.001836,0.001956,0.001872,0.002083,0.002399,0.0029,0.003324,0.00417,0.004811,0.004821,0.004857,0.005234,0.005488,0.00568,0.00583,0.006195,0.007813,0.00764,0.007256,0.007559,0.00915,0.010599,0.011416,0.013714,0.012083,0.011204,0.01082,0.010615,0.009954,0.008848,0.005605,0.002549,0.0021,0.0018,0.001533,0.001543,0.001885,0.002018,0.002708,0,0.005173,0.001852,0.001777,0.001917,0.002087,0.00277,0.002477,0.002301,0.001276,0.000391,0.000228,0.000166,0.000234,0.000465,0.004368,0,0.131991,0.116862,0,0,0,false
0.00029,0.001338,0.001253,0.0011,0.001302,0.000911,0.000859,0.000703,0.00054,0.000482,0.000423,0.000365,0.000358,0.000339,0.000413,0.000417,0.000518,0.000505,0.00055,0.000853,0.000827,0.000957,0.001048,0.000889,0.001071,0.001136,0.001234,0.001556,0.001673,0.001813,0.00196,0.001989,0.002285,0.002663,0.002536,0.002734,0.002259,0.002018,0.00193,0.001644,0.001888,0.001849,0.001761,0.00179,0.002119,0.002048,0.002217,0.002259,0.002731,0.002747,0.002965,0.004141,0.005023,0.005374,0.005752,0.005687,0.005941,0.005505,0.006198,0.006035,0.006471,0.006032,0.006354,0.007201,0.008073,0.012738,0.014375,0,0.008376,0.003057,0.002607,0.002679,0.001647,0.001357,0.001022,0.001032,0.000729,0.000573,0.0004,0.000345,0.000244,0.000273,0.003252,0,0.287491,0.2203,0.000146,0,0.058365,false
0.000033,0.000091,0.000068,0.000088,0.000088,0.000078,0.000091,0.000036,0.000059,0.000055,0.000085,0.000052,0.000059,0.000068,0.000055,0.000055,0.000062,0.000059,0.000062,0.000075,0.000104,0,0.000072,0.000156,0.00016,0.000143,0.000208,0.000283,0.000286,0.000342,0.000277,0.000299,0.000355,0.000417,0.000944,0.001302,0.001123,0.000951,0.000791,0.000866,0.000745,0.000768,0.00085,0.001533,0.007292,0.006921,0.0057,0.007367,0.007646,0.00818,0.010895,0.019531,0,0.0257,0.024063,0.015264,0.014176,0.015814,0.011969,0.0157,0.000755,0.000371,0.000068,0.000059,0.000036,0.000023,0.000026,0.000016,0.00001,0.000029,0.000026,0.000023,0.000039,0.000016,0,0.00001,0.00002,0.000023,0.000016,0.000013,0.000013,0.000016,0.000212,0.653598,0.346402,0,0,0,0,false
0.072646,0.056165,0.026048,0,0.018743,0.016501,0,0.019775,0.017119,0.014769,0.015566,0.016403,0.016383,0.016813,0.017363,0,0.021361,0.021156,0.019619,0.020723,0.022285,0.022594,0.0225,0,0.018454,0.016715,0.014232,0.011276,0.011253,0.010755,0,0.008857,0.007715,0.005505,0.005081,0.004264,0,0.004232,0.004215,0.004544,0,0.004225,0.00375,0.003184,0.002718,0.002884,0.002715,0.002682,0.002497,0.002148,0.002041,0.002028,0.00209,0.00196,0.001797,0.001865,0.001712,0.001543,0.000257,0,0,0.000127,0,0,0.000166,0.000114,0.00015,0.000143,0.000127,0.000104,0.000098,0,0.000169,0.000173,0.000212,0.00028,0.000238,0,0.000286,0.000215,0.000156,0.000091,0.000016,0.655983,0.344017,0,0,0,0,false
0.000166,0.000384,0.000521,0.000534,0.000524,0.000319,0.000329,0.000267,0.000192,0.000267,0.000273,0.000286,0.000361,0.000426,0.000469,0.000397,0.00042,0.000534,0.000456,0.000557,0.000651,0.000596,0.0007,0.000902,0.001263,0.001436,0.001973,0.00223,0.002666,0.002588,0.003027,0.003099,0.002796,0.00234,0.002253,0.002409,0.002676,0.002894,0.002926,0.003372,0.003486,0.003249,0.002708,0.001595,0.001016,0.00126,0.001361,0.001631,0.002832,0.003594,0.004271,0.008861,0.013011,0.011217,0.010501,0.009613,0.009167,0.00805,0.015153,0.00917,0.008932,0.008783,0.00929,0.008392,0.004495,0.002288,0.002253,0.000951,0.000049,0.000049,0.000046,0.000046,0.000052,0.000094,0.000026,0.000026,0.000016,0.000023,0.000003,0.000023,0.000013,0.000013,0.000036,0,0.924912,0.064484,0,0,0,false
0.000316,0.003132,0.003447,0.00166,0.000654,0.000342,0.000283,0.000348,0.000417,0.00057,0.00068,0.00082,0.000895,0.001152,0.001211,0.001423,0.002005,0.001963,0.001195,0.000915,0.000791,0.000954,0.000986,0.001195,0.001413,0.001517,0.001598,0.00193,0.002129,0.002513,0.002536,0.00333,0.004997,0.003369,0.002923,0.002868,0.002835,0.002633,0.00278,0.002982,0.002956,0.003444,0.004242,0.007539,0.014382,0.01391,0.016084,0.015417,0.013903,0.013929,0.015872,0.016598,0.016156,0.015114,0.015244,0.013509,0.012464,0.010638,0.005195,0.002728,0.001273,0.00113,0.000921,0.001117,0.001042,0.000964,0.001045,0,0.001139,0.001227,0.001279,0.001188,0.000986,0.000589,0.000537,0.000469,0.000355,0.000339,0.000423,0.000339,0.000381,0.002035,0.01986,0,0.315176,0.248288,0.003821,0,0,false
0.000003,0,0,0,0,0,0.000016,0.000026,0,0.000078,0.000059,0,0.000065,0.000091,0,0.000166,0.000179,0,0.000156,0.000361,0,0.000277,0.00028,0,0.00042,0.00054,0.000573,0.000804,0.00085,0.00096,0,0.001286,0,0.00127,0,0.001149,0.00099,0.000964,0.00098,0.001243,0.001729,0,0.002526,0.00276,0,0.000495,0.00028,0.000169,0.000117,0.000208,0,0,0.00181,0.001927,0.002432,0,0.002448,0,0.006774,0.010361,0.014001,0.012318,0.011468,0.0093,0,0.011855,0.011237,0,0.014775,0.014134,0.015329,0,0.012451,0.001921,0.000361,0.000156,0.000055,0.000065,0,0.00001,0.000033,0.000033,0.000026,0,1,0,0,0,0,false
0.001338,0.011722,0.004316,0.005592,0.008783,0.006891,0.008962,0.009102,0.008792,0.011618,0.010719,0.009072,0.011191,0.015853,0.013239,0.008376,0.005531,0.003424,0.002523,0.002324,0.001803,0.001696,0.001491,0.001283,0.001715,0.001781,0.003333,0.004281,0.006715,0.007484,0.004951,0.004512,0.00195,0.00389,0.002943,0.001774,0.001123,0.000752,0.000791,0.000801,0.00085,0.000801,0.000938,0.00096,0.002721,0.002969,0.002627,0.002646,0.002155,0.001468,0.001237,0.00154,0.002018,0.002692,0.003034,0.00304,0.002842,0.00347,0.00502,0.005954,0.00597,0.005775,0.00512,0.004574,0.004876,0.00335,0.002959,0,0.002728,0.002731,0.00248,0.002493,0.001833,0.001979,0.001523,0.001536,0.001826,0.001702,0.001491,0.000908,0.001436,0.00526,0.062614,0.051015,0.156692,0.116767,0.089022,0.049007,0.022063,true
0.017132,0.048441,0.026227,0.023649,0.034082,0.024736,0.022747,0.018132,0.01832,0.020469,0.023213,0.024593,0.025905,0.03305,0.034896,0.032243,0.032637,0.031536,0.028861,0.015872,0.012292,0.009717,0.007852,0.005501,0.005492,0.004935,0.00485,0.005947,0.005176,0.004795,0.005231,0.004867,0.005563,0.005299,0.005068,0.004622,0.004277,0.003711,0.002881,0.001761,0.001549,0.001699,0.001777,0,0.000902,0.000514,0.000378,0.000231,0.000052,0.000013,0.000016,0.000026,0.000023,0,0.000016,0.00001,0.000016,0.000007,0.000013,0,0.000003,0,0.000003,0,0.000007,0,0.000003,0,0,0.000003,0.000007,0,0,0.000003,0,0,0,0.000003,0,0,0,0,0.000003,0.014055,0.495719,0.020427,0.001132,0,0,false
0.000003,0.000042,0.000166,0.000176,0.000212,0.000573,0.000273,0.000254,0.00029,0.000068,0.000026,0.000016,0.000013,0.000007,0.000016,0.000033,0.000033,0.000055,0.000062,0.000036,0.000039,0.000026,0.000036,0.000094,0.000042,0.000049,0.000094,0.000153,0.000296,0.000498,0.000882,0.001012,0.001497,0.001992,0.002171,0.002272,0.002018,0.001846,0.002021,0.001865,0.001826,0.002064,0.001969,0.001807,0.001963,0.002093,0.002288,0.002741,0.003184,0.003141,0.00359,0.004245,0.005078,0.005313,0.005114,0.005518,0.005469,0.005514,0.014782,0.011895,0.009479,0.009069,0.009014,0.006917,0.002878,0.001637,0.001673,0.001247,0.00096,0.000775,0.000788,0.000837,0.000768,0.000654,0.000592,0.000586,0.000596,0.000361,0.000371,0.000531,0.000352,0.000387,0.001842,0.013751,0.986249,0,0,0,0,false
0.000508,0.010768,0.006849,0.002562,0.001761,0.00083,0.000964,0.000833,0.000706,0.000674,0.000804,0.000651,0.000833,0.000622,0.000684,0.000775,0.000863,0.000996,0.001224,0.001709,0.001882,0.002148,0.003857,0.012692,0.007852,0.006715,0.010365,0.014098,0.008086,0.004492,0.001797,0.00193,0.001901,0.004577,0.004124,0.004382,0.004017,0.003271,0.00292,0.002783,0.002363,0.001592,0.00165,0.0014,0.002799,0.003568,0.006875,0.014915,0.044427,0.032122,0.021504,0.001449,0.001322,0.001774,0.002155,0.002689,0.003281,0.003187,0.000863,0.001227,0.001709,0.001742,0.001195,0.000879,0.006641,0.005622,0.005488,0,0.00612,0.010221,0.009697,0.009941,0.00403,0.002751,0.002308,0.002292,0.001956,0.001738,0.00209,0.001253,0.001042,0.000612,0.000107,0.409057,0.006993,0.010044,0.007898,0.030014,0,false
0.000133,0.000723,0.00165,0.0025,0.002988,0.001097,0.000941,0.000713,0.000599,0.000514,0.000544,0.000547,0.000583,0.000625,0.000622,0.000726,0.000876,0.000924,0.000908,0.000788,0.000915,0.000853,0.000719,0.000794,0.001051,0.001003,0.001045,0.001273,0.001149,0.001224,0.00139,0.001387,0.001536,0.001426,0.001419,0.001449,0.001637,0.001465,0.001491,0.001416,0.000977,0.000863,0.000713,0.000931,0.001146,0.001071,0.001204,0.00123,0.001579,0.001803,0.001859,0.002523,0.002194,0.002741,0.002715,0.002718,0.002764,0.002614,0.007171,0.00446,0.007344,0.007454,0.009111,0.008125,0.011035,0.012018,0.011973,0,0.011712,0.00972,0.008356,0.008115,0.001553,0.001813,0.001374,0.001296,0.001009,0.001071,0.001367,0.000586,0.000208,0.000234,0.000062,0.004232,0.73176,0,0,0,0,false
0.00001,0.000098,0,0.00013,0.000231,0.000371,0.000241,0,0.000179,0.000456,0.00056,0.000511,0,0.000456,0.000257,0.000166,0.00016,0,0.000186,0,0.000306,0.000371,0.00041,0.000413,0,0.000674,0.000557,0.000586,0.000781,0,0.000758,0,0.001299,0.002607,0,0.003167,0.00401,0.004613,0,0.005749,0.006673,0.009001,0.012292,0,0.010475,0,0.011563,0.01151,0.013574,0.01627,0,0.016247,0.017236,0,0.014059,0.01056,0,0.002008,0.002943,0.004219,0.003356,0,0.002708,0.001784,0,0.005801,0.005902,0.00709,0.010039,0.013245,0,0.012103,0.01193,0.009746,0.007878,0.006087,0,0.003398,0.002497,0.000368,0,0.000039,0.000003,0,0.656116,0,0,0,0,false
0.000749,0.002243,0.001263,0.000723,0.000566,0.000449,0.000498,0.000635,0.000811,0.001191,0.001188,0.001221,0.001263,0.001572,0.001654,0.00195,0.002126,0.002067,0.002087,0.002158,0.002188,0.002002,0.001781,0.001641,0.001764,0.001628,0.00123,0.001423,0.001377,0.001449,0.001465,0.001732,0.001667,0.001813,0.002126,0.001908,0.001901,0.001937,0.001611,0.001719,0.00165,0.001507,0.001416,0.001621,0.002142,0.002331,0.002256,0.002578,0.003112,0.002656,0.002565,0.003555,0.006344,0.007412,0.007174,0.008597,0.008926,0.011061,0.004072,0.009121,0.010589,0.010511,0.014186,0.016462,0.008242,0.000042,0.000013,0,0.000003,0,0,0.000003,0,0.000003,0.000003,0,0.000003,0.000003,0.000003,0.000003,0.00001,0.000016,0.000329,0,0.04717,0.002698,0.005885,0,0,false
0.000007,0.000111,0.00028,0.000426,0.000729,0.000993,0.001312,0.001348,0.001501,0.003245,0.003519,0.005566,0.008519,0.009111,0.006898,0.005469,0.005146,0.004997,0.006273,0.002344,0.002197,0.002155,0.002077,0.001559,0.00167,0.00207,0.00179,0.001813,0.001644,0.001732,0.001566,0.001501,0.001605,0.001715,0.001787,0.001934,0.001986,0.001943,0.001911,0.001774,0.002168,0.001992,0.002083,0.00208,0.002539,0.00248,0.002484,0.002279,0.00224,0.00252,0.002734,0.004837,0.005332,0.005342,0.00542,0.005716,0.005677,0.006566,0.007337,0.009421,0.007568,0.008457,0.004925,0.004639,0.005329,0.003431,0.003483,0,0.003496,0.003962,0.004027,0.00402,0.003841,0.003327,0.001781,0.001243,0.000833,0.000801,0.000762,0.000645,0.000651,0.001068,0.013499,0.02272,0.270657,0.281183,0.001652,0,0,false
0.921921,0.047686,0.007552,0.002715,0.00179,0.000869,0.000645,0.000501,0.000475,0.000426,0.000299,0.000299,0.000247,0.000244,0.00026,0.000247,0.000176,0.000166,0.000156,0.000111,0.000153,0,0.000179,0.000146,0.000199,0.000137,0.000169,0.000192,0.000143,0.00015,0.000205,0.000156,0.000176,0.000173,0.000182,0.000153,0.000173,0.000173,0.000163,0.000088,0.00013,0.000114,0.000124,0.000075,0.000049,0.000049,0.000023,0.000023,0.000023,0.00002,0.000016,0.000007,0,0.000013,0.000016,0.00001,0.000013,0.000007,0.000023,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0.001615,0.291717,0.177141,0.042712,0.018465,0.034477,false
